TransactionID,CustomerID,Gender,Age,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount,PurchaseMonth,PurchaseDayOfWeek,AgeGroup,City_Bengaluru,City_Chennai,City_Delhi,City_Hyderabad,City_Jaipur,City_Kolkata,City_Lucknow,City_Mumbai,City_Pune,ProductCategory_Books,ProductCategory_Electronics,ProductCategory_Fashion,ProductCategory_Furniture,ProductCategory_Groceries,ProductCategory_Sports
T00361,C5371,2,0.7500000000000001,0.5,0.2693877551020408,2023-07-30,UPI,0.6730754071850927,7,Sunday,41-60,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
T00362,C3608,2,0.13461538461538464,0.5,0.25326530612244896,2023-06-09,Card,0.662489828402547,6,Friday,18-25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
T00363,C2771,2,0.34615384615384615,0.75,0.7740816326530612,2023-06-22,Wallet,0.9128079159408548,6,Thursday,26-40,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T00364,C7267,2,0.13461538461538464,0.75,0.1316326530612245,2023-03-19,UPI,0.6069944220538733,3,Sunday,18-25,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
T00365,C1634,0,0.9615384615384616,1.0,0.15591836734693879,2023-01-19,Cash,0.6756618929286361,1,Thursday,60+,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
T00366,C8711,0,0.11538461538461542,0.75,0.3871428571428571,2023-06-14,Wallet,0.7893428728821356,6,Wednesday,18-25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
T00367,C4644,1,0.5961538461538463,0.25,0.3604081632653061,2023-12-19,Wallet,0.6486049101385644,12,Tuesday,41-60,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
T00368,C4269,1,0.23076923076923084,0.25,0.2353061224489796,2023-10-17,Wallet,0.5749621356821796,10,Tuesday,26-40,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
T00369,C8541,0,0.730769230769231,0.25,0.26918367346938776,2023-11-03,Wallet,0.5979664161988477,11,Friday,41-60,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
T00370,C6728,1,0.23076923076923084,0.0,0.8385714285714286,2023-07-28,Cash,0.6708480954034236,7,Friday,26-40,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
T00371,C6000,0,0.9423076923076924,0.0,0.8630612244897959,2023-01-03,Card,0.6760467652033858,1,Tuesday,60+,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T00372,C4728,2,0.3076923076923077,0.25,0.8746938775510205,2023-05-18,Cash,0.8066588696583213,5,Thursday,26-40,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
T00373,C4652,1,0.6346153846153847,0.5,0.5706122448979591,2023-12-20,Wallet,0.8048792429098391,12,Wednesday,41-60,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
T00374,C1387,0,0.23076923076923084,1.0,0.7479591836734694,2023-04-18,Cash,0.9478974963204329,4,Tuesday,26-40,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
T00375,C4164,2,0.42307692307692313,0.75,0.21918367346938777,2023-10-15,UPI,0.6910955817179864,10,Sunday,26-40,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T00376,C7528,2,0.8653846153846155,1.0,0.566734693877551,2023-09-08,Wallet,0.8981426113845953,9,Friday,60+,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
T00377,C6378,2,0.5000000000000001,0.5,0.4861224489795918,2023-10-07,Card,0.7763476609756034,10,Saturday,41-60,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
T00378,C5564,0,0.34615384615384615,0.5,0.6022448979591837,2023-09-13,Cash,0.8145224989288476,9,Wednesday,26-40,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
T00379,C2137,0,0.1923076923076924,1.0,0.720204081632653,2023-06-10,UPI,0.9410925419306867,6,Saturday,26-40,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
T00380,C5573,0,0.03846153846153849,1.0,0.06673469387755102,2023-11-30,Cash,0.5453382265344356,11,Thursday,18-25,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
T00381,C6753,2,0.6730769230769232,0.25,0.6479591836734694,2023-05-01,UPI,0.7526352084175282,5,Monday,41-60,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
T00382,C9346,2,0.5961538461538463,0.25,0.3995918367346939,2023-06-14,UPI,0.6667161676932777,6,Wednesday,41-60,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
T00383,C7548,2,0.25,0.75,0.34897959183673466,2023-08-25,Cash,0.7711587847994551,8,Friday,26-40,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
T00384,C9785,0,0.8461538461538461,0.5,0.1253061224489796,2023-12-29,Wallet,0.5459434230425623,12,Friday,60+,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
T00385,C6425,0,0.576923076923077,1.0,0.2546938775510204,2023-09-05,Wallet,0.7579237158980802,9,Tuesday,41-60,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T00386,C1452,1,0.40384615384615385,0.5,0.9477551020408164,2023-09-21,Card,0.8961648158759338,9,Thursday,26-40,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
T00387,C2889,2,0.28846153846153855,0.5,0.8316326530612245,2023-10-12,Wallet,0.8725331652476008,10,Thursday,26-40,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
T00388,C5279,0,0.0,0.5,0.1626530612244898,2023-02-11,Card,0.58813182670812,2,Saturday,18-25,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
T00389,C3925,1,0.0,0.0,0.02489795918367347,2023-02-23,Wallet,0.12738646042795898,2,Thursday,18-25,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
T00390,C5349,1,0.8076923076923078,1.0,0.2383673469387755,2023-08-06,UPI,0.7466085346044323,8,Sunday,41-60,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T00391,C1626,2,0.0961538461538462,1.0,0.5173469387755102,2023-12-25,UPI,0.8818910851573075,12,Monday,18-25,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
T00392,C2776,2,0.13461538461538464,0.25,0.9146938775510204,2023-02-09,UPI,0.8147446412202525,2,Thursday,18-25,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T00393,C8119,0,0.6923076923076924,0.0,0.1457142857142857,2023-07-12,Card,0.3671155602613917,7,Wednesday,41-60,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
T00394,C6663,1,0.8076923076923078,0.25,0.8340816326530612,2023-03-07,Wallet,0.7980709520050892,3,Tuesday,41-60,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
T00395,C6139,2,0.5961538461538463,1.0,0.15714285714285717,2023-01-07,Card,0.6769416984828412,1,Saturday,41-60,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
T00396,C8149,2,0.17307692307692313,1.0,0.7602040816326531,2023-03-24,UPI,0.950821890466007,3,Friday,26-40,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
T00397,C9379,1,0.0961538461538462,0.0,0.5242857142857142,2023-09-24,Cash,0.5866139427161386,9,Sunday,18-25,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
T00398,C2894,2,0.9423076923076924,0.75,0.2836734693877551,2023-03-04,Cash,0.735177479172371,3,Saturday,60+,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
T00399,C7311,1,0.6153846153846154,0.5,0.49408163265306126,2023-03-27,UPI,0.7792311964870643,3,Monday,41-60,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
T00400,C4114,1,0.07692307692307698,0.25,0.26979591836734695,2023-04-12,Cash,0.5983569311043532,4,Wednesday,18-25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
T00401,C5173,2,0.8846153846153847,0.25,0.11387755102040817,2023-08-13,Cash,0.45588886207210255,8,Sunday,60+,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
T00402,C1727,1,0.8846153846153847,0.25,0.46816326530612246,2023-02-28,Cash,0.6946836326313021,2,Tuesday,60+,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
T00403,C8144,1,0.11538461538461542,0.0,0.9636734693877551,2023-01-20,Wallet,0.6959922336042067,1,Friday,18-25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
T00404,C1027,0,0.3076923076923077,0.5,0.6073469387755102,2023-08-06,Card,0.8160318405857395,8,Sunday,26-40,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
T00405,C9518,1,0.7884615384615384,0.25,0.5906122448979592,2023-09-11,Card,0.7360443037036896,9,Monday,41-60,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
T00406,C9821,2,0.2692307692307693,0.75,0.1489795918367347,2023-03-29,Card,0.6269729135775385,3,Wednesday,26-40,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
T00407,C4228,1,0.5576923076923077,0.75,0.11877551020408164,2023-11-17,Card,0.5906568729354621,11,Friday,41-60,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
T00408,C6967,1,0.34615384615384615,1.0,0.2993877551020408,2023-09-26,Card,0.7857660163808603,9,Tuesday,26-40,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
T00409,C8066,2,0.3076923076923077,0.5,0.7702040816326531,2023-09-07,Cash,0.8586933144545642,9,Thursday,26-40,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
T00410,C2146,1,0.5576923076923077,1.0,0.4312244897959184,2023-03-13,Wallet,0.8496095182778688,3,Monday,41-60,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
T00411,C6409,1,0.05769230769230771,1.0,0.7910204081632654,2023-10-08,Cash,0.9579833067056444,10,Sunday,18-25,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
T00412,C6143,1,0.11538461538461542,0.5,0.42795918367346936,2023-08-03,UPI,0.7537892754373493,8,Thursday,18-25,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
T00413,C3041,2,1.0,1.0,0.7389795918367347,2023-07-24,Cash,0.945723169004372,7,Monday,60+,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T00414,C5920,0,0.21153846153846156,0.5,0.23469387755102042,2023-01-05,Cash,0.6494946843950432,1,Thursday,26-40,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
T00415,C9308,0,0.03846153846153849,0.75,0.20714285714285716,2023-06-01,Wallet,0.6815599866571712,6,Thursday,18-25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
T00416,C6067,1,0.34615384615384615,0.5,0.9508163265306122,2023-03-02,Wallet,0.8967487188629307,3,Thursday,26-40,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
T00417,C7691,2,0.4423076923076924,0.25,0.8161224489795919,2023-08-11,Wallet,0.794142314747624,8,Friday,41-60,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
T00418,C6344,2,0.980769230769231,0.0,0.06612244897959182,2023-05-31,Wallet,0.24667929816224732,5,Wednesday,60+,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
T00419,C7592,2,0.826923076923077,0.75,0.6075510204081632,2023-12-13,Wallet,0.8693006030130764,12,Wednesday,60+,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
T00420,C5844,2,0.3846153846153847,0.0,0.4791836734693877,2023-05-19,Card,0.5706324457413888,5,Friday,26-40,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
T00421,C3085,0,0.5192307692307693,0.75,0.6702040816326531,2023-09-25,UPI,0.8868908692525482,9,Monday,41-60,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
T00422,C4143,2,0.9038461538461539,0.25,0.6836734693877551,2023-06-15,Card,0.7622628405325859,6,Thursday,60+,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T00423,C7888,0,0.13461538461538464,0.0,0.21551020408163266,2023-11-11,Cash,0.43192994713962574,11,Saturday,18-25,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
T00424,C7211,1,0.11538461538461542,0.25,0.736938775510204,2023-07-10,UPI,0.7757505694286392,7,Monday,18-25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
T00425,C3851,1,0.9230769230769232,0.25,0.6130612244897959,2023-10-16,UPI,0.742717308259014,10,Monday,60+,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
T00426,C5930,2,0.03846153846153849,0.75,0.8567346938775511,2023-11-29,Card,0.93111360611775,11,Wednesday,18-25,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
T00427,C7653,2,0.0,1.0,0.5242857142857142,2023-03-26,Wallet,0.8842623980965542,3,Sunday,18-25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
T00428,C9977,0,0.15384615384615385,0.25,0.6246938775510205,2023-03-14,UPI,0.7460827084689591,3,Tuesday,26-40,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
T00429,C1006,1,0.8076923076923078,0.25,0.13938775510204082,2023-05-29,Wallet,0.488038522676694,5,Monday,41-60,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
T00430,C5978,1,0.7884615384615384,0.75,0.6906122448979591,2023-09-25,Cash,0.8922773989524994,9,Monday,41-60,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
T00431,C5700,2,0.1923076923076924,0.5,0.8457142857142858,2023-12-17,Card,0.8755649906527417,12,Sunday,26-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
T00432,C4443,2,0.40384615384615385,0.75,0.7524489795918368,2023-04-15,UPI,0.9077018758499927,4,Saturday,26-40,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
T00433,C8043,0,0.42307692307692313,0.25,0.4393877551020408,2023-11-11,Wallet,0.6834575938311159,11,Saturday,26-40,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
T00434,C6279,2,0.5384615384615385,0.75,0.07122448979591836,2024-01-01,Card,0.5133717320640151,1,Monday,41-60,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
T00435,C8618,0,0.7500000000000001,0.25,0.0953061224489796,2023-07-10,Card,0.4283788571479997,7,Monday,41-60,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
T00436,C8238,1,0.326923076923077,0.0,0.4091836734693877,2023-09-23,UPI,0.5427218629023124,9,Saturday,26-40,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
T00437,C8244,2,0.8846153846153847,0.5,0.9375510204081633,2023-11-06,Cash,0.8942050522601886,11,Monday,60+,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
T00438,C4501,2,0.0961538461538462,0.0,0.013265306122448979,2023-05-09,UPI,0.07278515003287833,5,Tuesday,18-25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
T00439,C9375,2,0.4423076923076924,0.0,0.2583673469387755,2023-08-30,Wallet,0.46278138170230554,8,Wednesday,41-60,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
T00440,C8752,0,1.0,0.5,0.17591836734693878,2023-08-25,Cash,0.6010676916361574,8,Friday,60+,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
T00441,C3780,1,0.40384615384615385,0.0,0.4859183673469387,2023-04-18,UPI,0.5731083035199541,4,Tuesday,26-40,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
T00442,C2389,1,0.21153846153846156,1.0,0.6281632653061224,2023-06-19,Cash,0.9165470259875254,6,Monday,26-40,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
T00443,C5649,1,0.13461538461538464,0.0,0.26448979591836735,2023-03-11,Cash,0.46679689014751713,3,Saturday,18-25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
T00444,C9445,2,0.48076923076923084,0.25,0.9530612244897959,2023-03-26,Cash,0.8221817766004137,3,Sunday,41-60,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
T00445,C6491,1,0.48076923076923084,0.5,0.6673469387755102,2023-09-26,UPI,0.8329150008646143,9,Tuesday,41-60,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
T00446,C2530,1,0.5576923076923077,0.75,0.12183673469387757,2023-08-31,Cash,0.5946796590622648,8,Thursday,41-60,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
T00447,C4848,1,0.326923076923077,0.25,0.37285714285714283,2023-01-06,Card,0.6545534476879403,1,Friday,26-40,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
T00448,C6085,2,0.46153846153846156,1.0,0.6489795918367347,2023-06-12,Cash,0.9223902376407859,6,Monday,41-60,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
T00449,C4680,2,0.8461538461538461,0.5,0.7726530612244898,2023-08-02,Cash,0.8592653497610169,8,Wednesday,60+,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
T00450,C4262,0,0.576923076923077,0.0,0.15612244897959185,2023-04-02,Cash,0.3783428786493849,4,Sunday,41-60,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
T00451,C3414,0,0.980769230769231,0.0,0.583265306122449,2023-03-18,UPI,0.6056242393082062,3,Saturday,60+,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
T00452,C1400,0,0.5000000000000001,0.25,0.7787755102040816,2023-08-29,Wallet,0.7856951858899052,8,Tuesday,41-60,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
T00453,C1757,0,0.7884615384615384,0.25,0.7830612244897959,2023-02-04,UPI,0.7866843530860351,2,Saturday,41-60,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T00454,C5011,1,0.980769230769231,0.5,0.8944897959183673,2023-01-03,Cash,0.8856982373547372,1,Tuesday,60+,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
T00455,C8784,0,0.1923076923076924,0.25,0.7771428571428571,2023-06-09,UPI,0.7853169645187777,6,Friday,26-40,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
T00456,C2193,0,0.13461538461538464,0.25,0.1822448979591837,2023-12-26,Cash,0.5319629620880569,12,Tuesday,18-25,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
T00457,C8461,0,0.15384615384615385,0.5,0.14346938775510204,2023-04-07,Card,0.567663055295064,4,Friday,26-40,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
T00458,C7790,2,0.8461538461538461,0.25,0.30122448979591837,2023-04-13,Card,0.6173706334305472,4,Thursday,60+,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
T00459,C4185,1,0.8846153846153847,0.5,0.1810204081632653,2023-12-22,Wallet,0.6058116811329305,12,Friday,60+,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
T00460,C7291,2,0.05769230769230771,1.0,0.663469387755102,2023-02-18,Card,0.9263512846072882,2,Saturday,18-25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
T00461,C9099,1,0.1923076923076924,0.25,0.7240816326530612,2023-10-03,Card,0.7725838206263197,10,Tuesday,26-40,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
T00462,C7547,0,0.11538461538461542,0.25,0.33346938775510204,2023-08-23,UPI,0.6350378510654434,8,Wednesday,18-25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
T00463,C4997,2,0.5000000000000001,0.25,0.6712244897959184,2023-06-19,Cash,0.7589635123262314,6,Monday,41-60,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
T00464,C3417,1,0.7115384615384616,0.0,0.5493877551020409,2023-02-18,Card,0.5949447595374086,2,Saturday,41-60,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
T00465,C1090,2,0.576923076923077,0.25,0.10775510204081634,2023-02-01,UPI,0.4472638113456534,2,Wednesday,41-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
T00466,C2746,2,0.980769230769231,0.5,0.5304081632653062,2023-11-16,Card,0.7918495497596466,11,Thursday,60+,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
T00467,C7965,1,0.6923076923076924,0.0,0.5724489795918367,2023-08-28,Wallet,0.6022810578625374,8,Monday,41-60,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T00468,C4585,1,0.826923076923077,0.0,0.8128571428571428,2023-11-01,Card,0.6652275274868101,11,Wednesday,60+,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
T00469,C3881,0,0.5384615384615385,0.25,0.3553061224489796,2023-03-22,Card,0.6461106190418769,3,Wednesday,41-60,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
T00470,C9486,0,0.21153846153846156,0.75,0.7961224489795918,2023-02-04,Wallet,0.91786926738623,2,Saturday,26-40,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
T00471,C8611,0,0.7500000000000001,0.0,0.19102040816326532,2023-06-29,Cash,0.41167558726920783,6,Thursday,41-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
T00472,C1822,2,0.46153846153846156,0.5,0.46530612244897956,2023-11-22,Cash,0.7685864470734428,11,Wednesday,41-60,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
T00473,C5082,0,0.9423076923076924,0.25,0.759795918367347,2023-10-14,Cash,0.7812498645351688,10,Saturday,60+,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
T00474,C2988,1,0.42307692307692313,0.5,0.06387755102040815,2023-04-26,UPI,0.4447451060122517,4,Wednesday,26-40,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
T00475,C8478,2,0.7500000000000001,0.75,0.9112244897959184,2023-06-26,UPI,0.9422611117446381,6,Monday,41-60,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
T00476,C3184,1,0.019230769230769273,0.25,0.2602040816326531,2023-11-18,Cash,0.5921420722090608,11,Saturday,18-25,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
T00477,C8612,2,0.826923076923077,0.5,0.7855102040816326,2023-01-08,UPI,0.8622398515052284,1,Sunday,60+,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
T00478,C9702,1,0.8846153846153847,0.5,0.24326530612244898,2023-04-09,Card,0.6556060692939912,4,Sunday,60+,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
T00479,C6198,1,0.15384615384615385,0.25,0.356734693877551,2023-05-21,Card,0.646812417593262,5,Sunday,26-40,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
T00480,C8251,0,0.576923076923077,1.0,0.5351020408163265,2023-05-26,Cash,0.887899274802956,5,Friday,41-60,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
T00481,C9270,0,0.5961538461538463,1.0,0.949795918367347,2023-08-07,Wallet,0.9910384711431085,8,Monday,41-60,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
T00482,C7991,2,0.13461538461538464,0.75,0.05224489795918367,2023-10-27,Card,0.47046764639651373,10,Friday,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
T00483,C9976,0,0.5000000000000001,0.0,0.6357142857142857,2023-06-06,Card,0.6210301501719965,6,Tuesday,41-60,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
T00484,C8305,2,0.5384615384615385,0.0,0.10428571428571429,2023-07-08,UPI,0.3141287295951717,7,Saturday,41-60,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
T00485,C3607,1,0.03846153846153849,0.25,0.6042857142857143,2023-11-16,Wallet,0.7401373525622622,11,Thursday,18-25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
T00486,C8777,2,0.07692307692307698,0.25,0.7189795918367347,2023-07-26,Wallet,0.7713119933876208,7,Wednesday,18-25,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
T00487,C8373,1,0.3076923076923077,0.25,0.7914285714285715,2023-05-11,Wallet,0.7886004709830227,5,Thursday,26-40,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
T00488,C5246,1,0.7884615384615384,0.25,0.356734693877551,2023-10-15,Cash,0.646812417593262,10,Sunday,41-60,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
T00489,C5050,1,0.3846153846153847,1.0,0.09040816326530612,2023-10-05,Cash,0.5897736169970414,10,Thursday,26-40,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
T00490,C5543,2,0.0,0.75,0.353469387755102,2023-11-25,UPI,0.7733932246794529,11,Saturday,18-25,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
T00491,C9540,2,0.8653846153846155,0.5,0.03816326530612245,2023-12-04,Card,0.37748651681949064,12,Monday,60+,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
T00492,C8939,0,0.826923076923077,0.5,0.7069387755102041,2023-04-14,UPI,0.843267131571556,4,Friday,60+,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
T00493,C4919,0,0.6346153846153847,1.0,0.4510204081632653,2023-02-09,Card,0.8575439092380089,2,Thursday,41-60,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
T00494,C5499,1,0.9423076923076924,0.75,0.42122448979591837,2023-10-31,Card,0.804196760595672,10,Tuesday,60+,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
T00495,C8206,1,0.9038461538461539,0.25,0.29428571428571426,2023-03-20,Wallet,0.6133377003266268,3,Monday,60+,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
T00496,C2269,2,0.6923076923076924,0.0,0.13959183673469389,2023-02-22,Card,0.36017822878399774,2,Wednesday,41-60,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
T00497,C5681,0,0.8846153846153847,1.0,0.23693877551020412,2023-04-21,Wallet,0.7455847186166963,4,Friday,60+,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
T00498,C4841,2,0.6923076923076924,1.0,0.11571428571428571,2023-05-24,Cash,0.6278065059070636,5,Wednesday,41-60,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
T00499,C5451,2,0.2692307692307693,0.25,0.4577551020408163,2023-04-02,UPI,0.6907013492054356,4,Sunday,26-40,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T00500,C6502,2,0.8076923076923078,1.0,0.6771428571428572,2023-05-15,Cash,0.9300129535798213,5,Monday,41-60,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
T00501,C6238,1,0.40384615384615385,0.5,0.13653061224489796,2023-10-16,Wallet,0.5596637884605024,10,Monday,26-40,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
T00502,C9849,1,0.6346153846153847,0.25,0.49857142857142855,2023-02-22,Cash,0.7058498817553741,2,Wednesday,41-60,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
T00503,C2320,0,0.6346153846153847,0.5,0.7546938775510205,2023-03-06,Cash,0.8550287552877808,3,Monday,41-60,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
T00504,C3267,1,0.8461538461538461,0.25,0.7016326530612245,2023-09-25,UPI,0.766921177028595,9,Monday,60+,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
T00505,C3471,1,0.8461538461538461,0.0,0.8771428571428571,2023-10-28,Wallet,0.6789711459475806,10,Saturday,60+,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
T00506,C4788,2,0.7500000000000001,0.5,0.35775510204081634,2023-11-27,Card,0.7222958753767504,11,Monday,41-60,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
T00507,C7275,1,0.11538461538461542,0.25,0.4336734693877551,2023-07-16,UPI,0.6811448746677146,7,Sunday,18-25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
T00508,C3503,2,0.5192307692307693,1.0,0.30755102040816323,2023-06-19,UPI,0.7904279018614769,6,Monday,41-60,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
T00509,C4505,0,0.8076923076923078,1.0,0.08979591836734693,2023-10-22,Card,0.5887492070045363,10,Sunday,41-60,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
